% 1. Title: Rocks data

@RELATION rocks

@ATTRIBUTE reflective-red	REAL
@ATTRIBUTE reflective-blue 	REAL
@ATTRIBUTE hard 	REAL
@ATTRIBUTE porous	REAL

@DATA
4.808250942581858,1.1918379398087322,9.111932917749499,2.579703746407699
3.32396296899561,0.6548994051213084,6.46119954290132,1.8194508641272829
3.3194587345686313,0.4376745371303574,7.6673335124692805,1.7192079521388335
2.9034087234082766,0.17434049938268437,6.885919952840188,1.7533496246836804
1.9438532882819042,0.544545354515169,8.273241059170498,2.035303425637426
3.7382542846474904,0.3958196211454886,8.74144369164748,1.9116585809511573
3.33058948248704,1.4361794548412605,6.102844516364349,2.1824938008084707
4.062393002237364,1.2039431261496105,6.2129822185184045,2.2914282721995725
2.712384208260489,0.02516902340370375,7.115522059868761,2.152586564089506
4.068394811052643,0.4015934384687189,7.325168094682778,1.7683481208502092
3.4252552118259736,0.8432583552375247,6.522687653235369,2.6346013384455578
2.488758407399752,0.31738827712101386,6.861283183669044,2.197512258335239
2.7709937624214724,0.6343937082977824,7.124640070089796,2.395222915739549
2.3934803982567097,0.6422715798599452,7.069165487288457,1.5276116303200877
4.2393771609401005,0.4860719935722183,6.791563539588427,2.8190422310719367
3.663257051192012,0.7704704688504167,9.416881583711076,1.656712225825857
3.805765591755601,0.8482384700334081,7.238871392039588,1.8581594327219704
3.286091800928663,1.0813743046148863,7.773337022580463,2.261929548955681
3.7788955933733814,0.8868701929493087,8.1682619459058,2.368810174512609
2.5662612690439595,0.18420655134450092,9.273064197366045,2.271979832647975
2.155830639196563,1.31729628676052,7.148112686716003,1.4046457515122543
3.0163758079832115,0.614102166818661,8.778686906630861,2.1504204780387104
4.0402900593245565,0.8871099732608291,8.436922147017226,2.3249520362619807
3.5214341145757726,0.9133514809564018,8.082333116940367,1.2841034054598466
3.679890402211538,0.7424256123041103,7.533064699109844,1.4957233627733022
1.5312844351560175,1.6384024568265154,7.986483993450888,2.0047417177363918
1.8920448552390376,0.6656882114570476,8.506015218432072,2.245472052590414
2.150340905428145,0.8929291172412761,7.281682763983419,1.8111681320937971
1.4617004025904001,3.014990760666207,9.310831635196575,9.066457167198248
2.26037632184734,3.7805629927431115,8.9530264768092,9.078486780220027
1.9000003531901757,2.9122735660287917,9.2618180167333,9.329638396399274
1.3840171383723288,3.2603554748364534,10.168670837726397,9.063794315353455
2.5056114284541935,3.1887115192079714,11.307323210065256,9.73293247297958
1.4948019713536023,2.958180203232056,8.53945339354976,8.875707143653855
3.32096936888022,2.926061702777749,7.927311538746453,9.389367834922888
3.3227525832026608,2.8430083111662414,9.810719174697496,8.712618398464224
3.6061159429035947,3.532204383970009,9.186581821435322,9.618282721094513
3.2862930569015663,2.941589357423258,8.93519099151704,9.175619127148947
3.5800759522671637,4.097077328204807,9.286595547881463,9.562595585805862
4.658198430938532,2.853997082419428,8.147268715488666,9.384960988601968
2.4283178845714675,2.655361521779472,8.607375122727031,8.832632995418715
1.9893404249943445,3.0281834731919206,8.42777003236607,9.648288938810278
4.140915782161214,2.578241201586175,8.435913468729156,9.2554115411018
2.2106921128320423,1.9124256749826687,9.606277381459751,8.871571107454884
3.9121305307488043,3.79214424538697,9.028145654967306,9.425151387222895
2.1058853114165896,3.0564694089600852,8.966227958824893,9.263814609158805
3.520345581368765,2.7176565326332933,10.23275113151243,9.154820611719435
3.140645805849553,2.76374378766519,8.439310302495299,8.958467357387546
1.4499935947181333,2.861884967008129,8.354721658705168,9.213469390048623
2.517932781139916,2.9069584671132596,8.086286479041474,9.515331842418954
2.0107441327111775,2.732905247732746,8.036504480116005,8.661179911380916
3.3836618548231354,2.1014142240955396,7.22882896605186,9.301962852251657
3.415262529286482,3.309220739456137,8.391589795745809,10.068272127024073
4.110763674722079,2.9208130557941887,8.436619967389822,8.873731332021372
3.719395855896763,2.063612667296657,8.985235259553171,9.864693375920261
4.32600880809478,2.6318934740305933,8.680121096243974,9.641203166508488
4.120471826377914,3.105205649989557,7.7185725784382075,9.392342370774248
2.237211182857011,3.477596619228141,10.118023394042323,8.896063565340269
3.2118614880980623,3.158923867814907,10.852958868709305,9.35172046706304
2.8575865015054887,3.7705705283718394,8.489056817805517,9.751197241184826
2.7015215742751204,3.2111733066833077,10.063265599623424,9.739482857530552
5.079065169989574,2.1495791705447904,10.34653974367237,9.002031428336103
2.752665911555594,2.609907700062444,8.389251145725563,9.04913287083651
2.460739092256412,3.125915940653072,10.083269369864809,9.5361290965382
3.1514598308403605,2.33099867227166,9.831012059048323,9.10860910164222
2.9065089602753433,2.270066419437312,8.752359477048499,8.940103237777782
2.460160807302744,3.5452863597796616,8.403227913622473,8.756263480411063
1.8458021010170962,3.3263525847612163,10.05413248650625,9.684403125090107
3.3636124559912104,2.6244171992215173,9.329334569233316,9.75307384935573
3.0684103559342812,3.1635023879516666,7.5818866221992565,9.303948358881636
3.5485583818737174,2.833865250173865,10.025657082560636,8.918419263465665
2.5186081667760174,2.7387681491181883,9.55598451205599,8.819747036819685
7.796447018445583,1.190185127721282,8.34365600732568,5.2701044406035376
6.818315435945693,1.706660951870287,7.879822298226027,5.514403924395272
6.9840555263134245,1.2834749353900392,7.335018964407583,5.199927737320467
7.249129092489069,2.477113697778902,8.890863696491605,5.059434299619576
7.783856279749596,1.9968964520524326,7.933212976549266,4.962030973615317
7.770015124488732,1.055421259760558,6.81712511852367,5.252158705997825
8.405068996989778,1.730544597520648,7.714627242011837,5.436223764761949
7.356214847375407,2.264254001283863,7.514073375525686,5.33551219416682
9.090179023113656,1.3872182198338616,7.906712787192304,5.445604574461701
9.088187569362146,1.743557343211711,9.294253579777745,5.288405343455127
8.59577270443909,2.040390170028973,8.515535113986974,5.6658683705072335
8.477368475875258,2.04691844674831,8.216670149807907,5.384336947934416
8.580348724266177,1.420649582795682,9.069013838991982,5.358481206460022
8.282126451032056,1.4918007155122865,9.539228796270757,5.066732270982603
7.47369486548876,1.6449238576708631,9.689360622818603,5.377819656857207
7.505626808681113,1.4435842858655472,9.410497962994313,5.651192957305692
8.089606717871234,1.5093396602890008,9.794056443745735,5.175671970887584
7.726117427750727,1.828521557584361,8.097809962556164,5.33110875884751
7.491902532588362,1.407514847240055,7.2344250521648785,5.034636598213415
8.051273885319747,2.3924608336962168,7.4051325632934955,5.617518712309498
7.65759967567372,2.0950361087702447,6.886967150364649,5.473137809551903
7.931332789606418,1.5500866451788777,9.418143331633622,5.86203096433725
9.723450983255159,1.6405583239485975,7.114737328479297,5.634214010519616
8.302816173145553,1.6015115154054387,8.944854784364711,5.379153538852466
7.942521073849255,1.8607750911437129,8.186799326822463,5.008928231408795
6.718159718966708,1.3198754175642609,7.683347493436784,5.491308036672727
7.436742330435412,1.7771311766801714,7.354099878647759,5.4035192910315075
7.376325149684318,1.8669140061788272,9.05698953088514,5.425958108621072
7.75679186621696,1.8803338113090595,8.515518539522475,5.180999856130545
8.03425254188909,1.7022093424146987,8.194178457546755,5.128110124411819
7.684087372831807,2.1243555793926214,9.293660499875884,4.975341085875691
7.6768311101437305,2.328015750806304,10.04309725862279,5.3028994776321134
9.21358913633433,0.9699629051701809,7.567403473737651,5.160054349939226
8.073862160578543,2.064836771077621,11.382882652751357,6.266313385534264
6.454539622083669,2.2309941707291254,8.048095263022095,5.352037750500316
7.956646200997402,1.1554502195005627,8.170822063004515,5.279711069867516
9.704822690706667,2.289697379062002,8.875608655683983,5.289142287040789
8.906272988629906,1.8348424682462423,8.230454375496036,5.481919284458817
8.678697589852476,1.97611269618506,7.330508498112858,5.172484103936184
7.340117887966128,1.9230384546198527,7.524038874353891,5.79028155085533
7.501656905919048,2.1061620013178213,9.590413658615685,5.381240173635478
8.905066274593624,1.6758378417937876,7.297608936903489,4.795633210964373
6.957330314391169,1.2570968491735777,8.556774836374546,5.739333898022411
7.825337713580366,1.5481714200215835,9.267240943100704,4.9415755950026945
7.269934379048205,1.5824604172811676,9.687188002805543,5.226469640045422
%
%
%
